Review_id,customer_id,product_id,category,brand,Rating,Review_text,satisfaction,review_timestamp,purchase_timestamp,previous_purchases,complaint_ticket,complaint_reason
R0910,C8783,P0985,Electronics,H&M,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0911,C1984,P0383,Footwear,Sony,1,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,9,No,
R0912,C8790,P0220,Clothing,Samsung,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0913,C1827,P0206,Footwear,H&M,4,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,4,Yes,unresponsive support
R0914,C4531,P0786,Beauty,Boat,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0915,C8147,P0303,Beauty,Sony,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,Yes,product stopped working
R0916,C5451,P0264,Footwear,Boat,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0917,C4876,P0404,Electronics,Sony,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0918,C6959,P0596,Clothing,Zara,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0919,C1126,P0731,Footwear,Zara,1,not as described. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,not as described
R0920,C4177,P0655,Footwear,Zara,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0921,C9795,P0923,Footwear,H&M,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0922,C7024,P0255,Accessories,Boat,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,13,Yes,late delivery
R0923,C6109,P0466,Beauty,Boat,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0924,C5146,P0818,Electronics,Boat,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0925,C8196,P0719,Home Decor,Samsung,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0926,C4368,P0350,Electronics,Boat,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,8,Yes,unresponsive support
R0927,C4797,P0981,Home Decor,Samsung,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,10,Yes,wrong item delivered
R0928,C2792,P0433,Accessories,Zara,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,16,No,
R0929,C6732,P0741,Footwear,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,19,No,
R0930,C4476,P0610,Accessories,H&M,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,11,Yes,missing items
R0931,C4417,P0392,Accessories,Sony,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,13,Yes,size mismatch
R0932,C2645,P0119,Clothing,Zara,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,9,No,
R0933,C4030,P0381,Beauty,Sony,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0934,C3872,P0896,Home Decor,Sony,1,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,Yes,wrong item delivered
R0935,C4072,P0100,Footwear,Puma,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0936,C2854,P0218,Home Decor,H&M,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0937,C5021,P0134,Electronics,Nike,2,wrong item delivered. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,Yes,product stopped working
R0938,C5662,P0297,Home Decor,Nike,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0939,C7514,P0584,Electronics,Lakme,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,14,No,
R0940,C6031,P0856,Beauty,Puma,5,great quality. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0941,C3708,P0158,Electronics,H&M,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
R0942,C8112,P0936,Home Decor,Lakme,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0943,C9393,P0260,Home Decor,Lakme,2,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0944,C4507,P0790,Electronics,Puma,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,2,No,
R0945,C7456,P0305,Accessories,Nike,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0946,C5212,P0111,Beauty,H&M,2,bad packaging. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0947,C8970,P0589,Clothing,Nike,4,value for money. Loved it!,Satisfied,54:19.1,54:19.1,6,Yes,not as described
R0948,C9766,P0375,Footwear,Lakme,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,poor quality
R0949,C1536,P0792,Home Decor,H&M,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,6,No,
R0950,C2625,P0341,Footwear,Lakme,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0951,C8973,P0315,Clothing,Boat,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,10,Yes,unresponsive support
R0952,C9577,P0350,Footwear,Puma,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,1,No,
R0953,C9070,P0910,Clothing,Sony,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,3,No,
R0954,C9666,P0225,Electronics,H&M,5,amazing product. Loved it!,Satisfied,54:19.1,54:19.1,8,No,
R0955,C9609,P0316,Accessories,H&M,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,8,Yes,wrong item delivered
R0956,C7490,P0405,Home Decor,Sony,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,15,No,
R0957,C4600,P0896,Clothing,Lakme,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0958,C7783,P0284,Footwear,Boat,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,11,No,
R0959,C5971,P0138,Home Decor,Samsung,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,7,No,
R0960,C2205,P0322,Accessories,Sony,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,4,Yes,product stopped working
R0961,C2990,P0283,Electronics,Puma,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0962,C6299,P0594,Home Decor,Nike,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R0963,C4572,P0526,Clothing,Lakme,2,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,product stopped working
R0964,C6975,P0277,Accessories,Sony,2,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,12,No,
R0965,C7320,P0527,Footwear,Sony,4,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0966,C5380,P0393,Accessories,H&M,3,Average product. Not too bad.,Neutral,54:19.1,54:19.1,19,No,
R0967,C5757,P0951,Accessories,Nike,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,5,No,
R0968,C3713,P0250,Beauty,Nike,2,late delivery. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,Yes,wrong item delivered
R0969,C6588,P0483,Accessories,Puma,1,product stopped working. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0970,C1966,P0737,Accessories,Nike,1,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0971,C5944,P0912,Home Decor,Sony,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,4,No,
R0972,C4432,P0407,Footwear,Samsung,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,11,No,
R0973,C1688,P0435,Home Decor,Zara,5,as expected. Loved it!,Satisfied,54:19.1,54:19.1,17,No,
R0974,C5243,P0845,Home Decor,Lakme,1,unresponsive support. Very disappointed.,Unsatisfied,54:19.1,54:19.1,7,No,
R0975,C4701,P0991,Clothing,Zara,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0976,C9533,P0474,Home Decor,Sony,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,11,No,
R0977,C6182,P0107,Beauty,Zara,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,9,No,
R0978,C7704,P0440,Beauty,Sony,2,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,No,
R0979,C5422,P0228,Clothing,Zara,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,18,No,
R0980,C2759,P0875,Electronics,Nike,3,Average product. Could be better.,Neutral,54:19.1,54:19.1,11,No,
R0981,C3482,P0768,Footwear,Boat,4,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0982,C9058,P0451,Footwear,Nike,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,19,No,
R0983,C1951,P0457,Home Decor,Nike,5,satisfied with the purchase. Loved it!,Satisfied,54:19.1,54:19.1,1,No,
R0984,C9914,P0616,Home Decor,Puma,4,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,4,No,
R0985,C3079,P0594,Electronics,H&M,4,great quality. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0986,C3717,P0185,Home Decor,H&M,2,poor quality. Very disappointed.,Unsatisfied,54:19.1,54:19.1,14,No,
R0987,C5524,P0274,Footwear,Zara,5,value for money. Loved it!,Satisfied,54:19.1,54:19.1,3,No,
R0988,C9477,P0901,Accessories,Sony,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,17,Yes,missing items
R0989,C8311,P0292,Beauty,Puma,4,as expected. Loved it!,Satisfied,54:19.1,54:19.1,3,Yes,late delivery
R0990,C8186,P0410,Accessories,Nike,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,16,No,
R0991,C3065,P0218,Accessories,Puma,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,14,No,
R0992,C1768,P0317,Footwear,Zara,1,size mismatch. Very disappointed.,Unsatisfied,54:19.1,54:19.1,13,Yes,late delivery
R0993,C6490,P0526,Accessories,H&M,5,highly recommend. Loved it!,Satisfied,54:19.1,54:19.1,15,Yes,unresponsive support
R0994,C7645,P0513,Electronics,Boat,5,excellent packaging. Loved it!,Satisfied,54:19.1,54:19.1,14,Yes,not as described
R0995,C6083,P0213,Clothing,Lakme,5,works perfectly. Loved it!,Satisfied,54:19.1,54:19.1,19,No,
R0996,C6232,P0244,Home Decor,Zara,3,Average product. Okay experience.,Neutral,54:19.1,54:19.1,6,No,
R0997,C6797,P0637,Clothing,Puma,5,fast delivery. Loved it!,Satisfied,54:19.1,54:19.1,10,No,
R0998,C5926,P0747,Beauty,Boat,4,fits perfectly. Loved it!,Satisfied,54:19.1,54:19.1,15,No,
R0999,C7016,P0402,Home Decor,Lakme,2,damaged product. Very disappointed.,Unsatisfied,54:19.1,54:19.1,6,No,
R1000,C4335,P0843,Accessories,Samsung,1,missing items. Very disappointed.,Unsatisfied,54:19.1,54:19.1,10,No,
